Implementation,Mode,TestName,Status,ErrorIEV,OutputFile,NbPktSend,isPass,ErrorOUT,ErrorERR
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/326/quic_server_test_retry0.iev,23.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/97/quic_server_test_retry0.iev,29.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/317/quic_server_test_retry0.iev,22.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/818/quic_server_test_version_negociation0.iev,34.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/871/quic_server_test_version_negociation0.iev,26.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/761/quic_server_test_version_negociation0.iev,38.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/738/quic_server_test_version_negociation0.iev,47.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/700/quic_server_test_version_negociation0.iev,45.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1301/quic_server_test_version_negociation0.iev,27.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1137/quic_server_test_version_negociation0.iev,60.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1000/quic_server_test_version_negociation0.iev,41.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1192/quic_server_test_version_negociation0.iev,71.0,1.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/199/quic_server_test_retry0.iev,14.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/648/quic_server_test_retry0.iev,36.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/683/quic_server_test_retry0.iev,29.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/408/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/813/quic_server_test_version_negociation0.iev,19.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,Handshake not completed (undecryptable_packet_event),/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/418/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/475/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/808/quic_server_test_version_negociation0.iev,17.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/759/quic_server_test_version_negociation0.iev,52.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/441/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/43/quic_server_test_retry0.iev,21.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1310/quic_server_test_version_negociation0.iev,28.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/402/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/65/quic_server_test_retry0.iev,15.0,1.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/143/quic_server_test_retry0.iev,18.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/152/quic_server_test_retry0.iev,27.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/190/quic_server_test_retry0.iev,19.0,1.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/130/quic_server_test_retry0.iev,14.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/681/quic_server_test_retry0.iev,30.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/40/quic_server_test_retry0.iev,20.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1330/quic_server_test_version_negociation0.iev,23.0,0.0,,
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/115/quic_server_test_retry0.iev,8.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/875/quic_server_test_version_negociation0.iev,17.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/617/quic_server_test_retry0.iev,28.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1191/quic_server_test_version_negociation0.iev,71.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/85/quic_server_test_retry0.iev,21.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/730/quic_server_test_version_negociation0.iev,43.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/59/quic_server_test_retry0.iev,17.0,1.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/783/quic_server_test_version_negociation0.iev,4.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1346/quic_server_test_version_negociation0.iev,29.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/393/quic_server_test_retry0.iev,22.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/635/quic_server_test_retry0.iev,28.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1135/quic_server_test_version_negociation0.iev,76.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/93/quic_server_test_retry0.iev,23.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/692/quic_server_test_retry0.iev,29.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/466/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/860/quic_server_test_version_negociation0.iev,46.0,1.0,,
quic-go,server,quic_server_test_retry0,,Handshake not completed (undecryptable_packet_event),/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/436/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/777/quic_server_test_version_negociation0.iev,43.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/336/quic_server_test_retry0.iev,19.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1393/quic_server_test_version_negociation0.iev,33.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/30/quic_server_test_retry0.iev,20.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/632/quic_server_test_retry0.iev,27.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/324/quic_server_test_retry0.iev,26.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/365/quic_server_test_retry0.iev,24.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/810/quic_server_test_version_negociation0.iev,23.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/409/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/340/quic_server_test_retry0.iev,23.0,1.0,,
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/153/quic_server_test_retry0.iev,5.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1315/quic_server_test_version_negociation0.iev,29.0,0.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/850/quic_server_test_version_negociation0.iev,19.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/144/quic_server_test_retry0.iev,23.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,timeout+< show_set_initial_keys([00000000x2]),/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/600/quic_server_test_retry0.iev,1.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/353/quic_server_test_retry0.iev,19.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/649/quic_server_test_retry0.iev,28.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/329/quic_server_test_retry0.iev,20.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/862/quic_server_test_version_negociation0.iev,22.0,0.0,"
","
"
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1347/quic_server_test_version_negociation0.iev,18.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/90/quic_server_test_retry0.iev,25.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/398/quic_server_test_retry0.iev,26.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/13/quic_server_test_retry0.iev,26.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/440/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/770/quic_server_test_version_negociation0.iev,4.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/452/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1332/quic_server_test_version_negociation0.iev,31.0,0.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/171/quic_server_test_retry0.iev,25.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1178/quic_server_test_version_negociation0.iev,64.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1187/quic_server_test_version_negociation0.iev,72.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/696/quic_server_test_retry0.iev,33.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1371/quic_server_test_version_negociation0.iev,29.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/666/quic_server_test_retry0.iev,32.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1007/quic_server_test_version_negociation0.iev,55.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/629/quic_server_test_retry0.iev,32.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1087/quic_server_test_version_negociation0.iev,37.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/337/quic_server_test_retry0.iev,25.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/401/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/859/quic_server_test_version_negociation0.iev,26.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/19/quic_server_test_retry0.iev,29.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/333/quic_server_test_retry0.iev,20.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/889/quic_server_test_version_negociation0.iev,44.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1152/quic_server_test_version_negociation0.iev,72.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/895/quic_server_test_version_negociation0.iev,21.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/678/quic_server_test_retry0.iev,35.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/482/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/392/quic_server_test_retry0.iev,20.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/46/quic_server_test_retry0.iev,20.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/669/quic_server_test_retry0.iev,35.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1/quic_server_test_retry0.iev,25.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/388/quic_server_test_retry0.iev,23.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1068/quic_server_test_version_negociation0.iev,47.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/494/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1005/quic_server_test_version_negociation0.iev,53.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/884/quic_server_test_version_negociation0.iev,23.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/852/quic_server_test_version_negociation0.iev,17.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/88/quic_server_test_retry0.iev,17.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1058/quic_server_test_version_negociation0.iev,44.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1173/quic_server_test_version_negociation0.iev,75.0,1.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/775/quic_server_test_version_negociation0.iev,2.0,0.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/174/quic_server_test_retry0.iev,15.0,1.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/126/quic_server_test_retry0.iev,15.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/784/quic_server_test_version_negociation0.iev,37.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/369/quic_server_test_retry0.iev,23.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1028/quic_server_test_version_negociation0.iev,37.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/851/quic_server_test_version_negociation0.iev,20.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/363/quic_server_test_retry0.iev,19.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/101/quic_server_test_retry0.iev,16.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/425/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/829/quic_server_test_version_negociation0.iev,29.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/300/quic_server_test_retry0.iev,20.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1345/quic_server_test_version_negociation0.iev,29.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/625/quic_server_test_retry0.iev,33.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/310/quic_server_test_retry0.iev,20.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/726/quic_server_test_version_negociation0.iev,38.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1328/quic_server_test_version_negociation0.iev,32.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1397/quic_server_test_version_negociation0.iev,28.0,0.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/154/quic_server_test_retry0.iev,17.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/762/quic_server_test_version_negociation0.iev,32.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/873/quic_server_test_version_negociation0.iev,34.0,0.0,"
","
"
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1092/quic_server_test_version_negociation0.iev,42.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1056/quic_server_test_version_negociation0.iev,31.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1140/quic_server_test_version_negociation0.iev,64.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1326/quic_server_test_version_negociation0.iev,25.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/338/quic_server_test_retry0.iev,26.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1024/quic_server_test_version_negociation0.iev,36.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1360/quic_server_test_version_negociation0.iev,24.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/67/quic_server_test_retry0.iev,25.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/744/quic_server_test_version_negociation0.iev,37.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1172/quic_server_test_version_negociation0.iev,74.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/422/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/655/quic_server_test_retry0.iev,32.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/57/quic_server_test_retry0.iev,17.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/314/quic_server_test_retry0.iev,20.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1055/quic_server_test_version_negociation0.iev,34.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/108/quic_server_test_retry0.iev,33.0,0.0,"
","
"
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1363/quic_server_test_version_negociation0.iev,30.0,0.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/763/quic_server_test_version_negociation0.iev,33.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/162/quic_server_test_retry0.iev,23.0,1.0,,
